"omCrit","estCrit","obsCrit","trial","OvTrial","CovTrial","wind","CovOmCrit","OvOmCrit","CovResponse","Cov_pA",
-61.745,-61.6542,,515,,643,657,-61.745,,1,0.5,
-61.745,-61.6542,,516,,644,658,-61.745,,1,0.5,
-61.745,-61.2793,,517,,646,659,-61.745,,1,0.5,
-61.745,-61.2793,,518,,647,661,-61.745,,1,0.5,
-70.7273,-61.5144,,519,,648,662,-61.745,,1,0.5,
-70.7273,-61.487,,520,,649,663,-61.745,,2,0.5,
-70.7273,-61.5144,,521,,651,664,-61.745,,2,0.5,
-70.7273,-60.9302,,522,,652,666,-61.745,,1,0.5,
-70.7273,-59.7499,,523,,653,667,-61.745,,2,0.5,
-70.7273,-59.7499,,524,,654,668,-61.745,,2,0.5,
-70.7273,-59.985,,525,,656,669,-61.745,,1,0.5,
-70.7273,-59.985,,526,,657,671,-61.745,,2,0.5,
-70.7273,-60.8647,,527,,658,672,-61.745,,2,0.5,
-70.7273,-61.1879,,528,,659,673,-61.745,,1,0.5,
-70.7273,-61.1879,,529,,661,674,-61.745,,1,0.5,
-70.7273,-61.1879,,530,,662,676,-61.745,,1,0.5,
-70.7273,-59.4607,,531,,663,677,-61.745,,2,0.5,
-70.7273,-61.1879,,532,,664,678,-61.745,,2,0.5,
-70.7273,-61.1879,,533,,666,679,-61.745,,1,0.5,
-70.7273,-59.782,,534,,667,681,-61.745,,2,0.5,
-70.7273,-60.4545,,535,,668,682,-61.745,,2,0.5,
-70.7273,-61.5477,,536,,669,683,-61.745,,2,0.5,
-70.7273,-64.309,,537,,671,684,-61.745,,2,0.5,
-70.7273,-65.2868,,538,,672,686,-61.745,,1,0.5,
-70.7273,-62.9198,,539,,673,687,-61.745,,1,0.5,
-70.7273,-62.9198,,540,,674,688,-61.745,,2,0.5,
-70.7273,-64.1922,,541,,676,689,-61.745,,1,0.5,
-70.7273,-62.9198,,542,,677,691,-61.745,,2,0.5,
-70.7273,-63.1981,,543,,678,692,-61.745,,2,0.5,
-70.7273,-62.9198,,544,,679,693,-61.745,,1,0.5,
-70.7273,-61.5477,,545,,681,694,-61.745,,2,0.5,
-70.7273,-61.745,,546,,682,696,-61.745,,1,0.5,
-70.7273,-61.745,,547,,683,697,-61.745,,2,0.5,
-70.7273,-61.745,,548,,684,698,-61.745,,1,0.5,
-70.7273,-61.745,,549,,686,699,-61.745,,1,0.5,
